No,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
13439,28,blue-collar,single,professional.course,no,no,no,cellular,jul,wed,1290,4,999,0,nonexistent,yes
13458,39,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,1439,6,999,0,nonexistent,yes
13461,27,admin.,single,university.degree,no,no,no,cellular,jul,wed,919,2,999,0,nonexistent,yes
13472,30,services,single,high.school,no,no,no,cellular,jul,wed,1426,3,999,0,nonexistent,yes
13495,51,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901,1,999,0,nonexistent,yes
13505,34,technician,single,university.degree,no,yes,no,cellular,jul,thu,560,1,999,0,nonexistent,yes
13532,33,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854,1,999,0,nonexistent,yes
13543,32,technician,married,professional.course,no,yes,no,cellular,jul,thu,255,1,999,0,nonexistent,yes
13552,35,admin.,single,university.degree,unknown,no,no,cellular,jul,thu,863,1,999,0,nonexistent,yes
13586,26,technician,married,professional.course,no,yes,no,cellular,jul,thu,804,1,999,0,nonexistent,yes
13596,43,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,982,1,999,0,nonexistent,yes
13621,57,management,married,basic.4y,unknown,no,yes,cellular,jul,thu,584,1,999,0,nonexistent,yes
13628,42,blue-collar,married,basic.9y,no,no,yes,cellular,jul,thu,880,1,999,0,nonexistent,yes
13686,28,admin.,single,high.school,no,no,no,cellular,jul,thu,720,2,999,0,nonexistent,yes
13701,54,blue-collar,married,high.school,no,no,no,cellular,jul,thu,771,1,999,0,nonexistent,yes
13706,31,admin.,married,high.school,no,yes,no,cellular,jul,thu,627,1,999,0,nonexistent,yes
13710,55,management,married,university.degree,no,yes,no,cellular,jul,thu,1341,7,999,0,nonexistent,yes
13711,31,admin.,married,high.school,no,no,no,cellular,jul,thu,634,1,999,0,nonexistent,yes
13727,25,admin.,single,high.school,no,yes,no,cellular,jul,thu,476,4,999,0,nonexistent,yes
13728,42,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,829,5,999,0,nonexistent,yes
13733,40,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,724,1,999,0,nonexistent,yes
13735,38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,500,1,999,0,nonexistent,yes
13738,32,unknown,single,professional.course,no,no,no,cellular,jul,thu,2029,1,999,0,nonexistent,yes
13750,48,technician,married,basic.9y,no,no,yes,cellular,jul,thu,1499,3,999,0,nonexistent,yes
13790,35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,1399,1,999,0,nonexistent,yes
13793,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187,3,999,0,nonexistent,yes
13800,31,technician,married,professional.course,no,no,yes,cellular,jul,thu,487,1,999,0,nonexistent,yes
13808,23,services,single,high.school,no,no,no,cellular,jul,thu,1097,3,999,0,nonexistent,yes
13821,31,technician,married,professional.course,no,no,no,cellular,jul,thu,3643,1,999,0,nonexistent,yes
13835,30,services,married,high.school,no,yes,no,cellular,jul,fri,812,1,999,0,nonexistent,yes
13837,35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,794,1,999,0,nonexistent,yes
13883,53,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,817,2,999,0,nonexistent,yes
13926,33,services,married,high.school,no,no,no,cellular,jul,fri,1060,2,999,0,nonexistent,yes
13943,33,admin.,single,university.degree,no,yes,no,cellular,jul,fri,614,2,999,0,nonexistent,yes
13957,40,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,1689,2,999,0,nonexistent,yes
13959,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1294,2,999,0,nonexistent,yes
13978,38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764,2,999,0,nonexistent,yes
13979,38,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120,2,999,0,nonexistent,yes
13984,35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,963,2,999,0,nonexistent,yes
13987,32,technician,married,unknown,no,yes,yes,cellular,jul,fri,1973,2,999,0,nonexistent,yes
14001,53,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041,2,999,0,nonexistent,yes
14051,41,self-employed,divorced,professional.course,no,no,no,cellular,jul,fri,911,2,999,0,nonexistent,yes
14068,29,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,822,2,999,0,nonexistent,yes
14070,43,technician,divorced,basic.9y,no,no,no,cellular,jul,fri,853,2,999,0,nonexistent,yes
14075,46,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,1649,2,999,0,nonexistent,yes
14076,26,admin.,single,high.school,no,no,no,cellular,jul,fri,1310,2,999,0,nonexistent,yes
14104,50,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,611,2,999,0,nonexistent,yes
14138,39,services,married,professional.course,no,yes,no,cellular,jul,mon,751,2,999,0,nonexistent,yes
14154,31,management,married,university.degree,no,yes,no,cellular,jul,mon,1397,3,999,0,nonexistent,yes
14178,30,blue-collar,married,high.school,unknown,yes,no,cellular,jul,mon,1153,3,999,0,nonexistent,yes
14221,23,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,686,2,999,0,nonexistent,yes
14223,33,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,766,3,999,0,nonexistent,yes
14237,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,788,2,999,0,nonexistent,yes
14263,50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130,3,999,0,nonexistent,yes
14279,57,retired,married,university.degree,no,yes,yes,cellular,jul,mon,1062,4,999,0,nonexistent,yes
14312,36,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,1669,2,999,0,nonexistent,yes
14346,35,admin.,married,high.school,unknown,no,no,cellular,jul,mon,1336,4,999,0,nonexistent,yes
14357,27,services,single,high.school,no,no,no,cellular,jul,mon,1071,3,999,0,nonexistent,yes
14383,26,technician,single,high.school,no,yes,yes,cellular,jul,mon,894,7,999,0,nonexistent,yes
14411,54,management,married,university.degree,no,no,no,cellular,jul,mon,798,2,999,0,nonexistent,yes
14425,44,services,divorced,basic.9y,no,no,no,cellular,jul,tue,805,3,999,0,nonexistent,yes
14466,42,technician,married,basic.9y,no,no,no,cellular,jul,tue,723,3,999,0,nonexistent,yes
14478,45,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,791,5,999,0,nonexistent,yes
14480,54,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,533,3,999,0,nonexistent,yes
14483,57,self-employed,married,professional.course,no,yes,no,cellular,jul,tue,1056,2,999,0,nonexistent,yes
14493,38,technician,single,professional.course,no,no,no,cellular,jul,tue,815,4,999,0,nonexistent,yes
14521,24,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,808,3,999,0,nonexistent,yes
14530,43,services,single,high.school,no,no,no,cellular,jul,tue,1317,4,999,0,nonexistent,yes
14554,36,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1615,3,999,0,nonexistent,yes
14555,33,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,860,4,999,0,nonexistent,yes
14577,35,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,658,1,999,0,nonexistent,yes
14583,26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,878,2,999,0,nonexistent,yes
14592,32,services,single,unknown,unknown,yes,no,cellular,jul,tue,881,1,999,0,nonexistent,yes
14593,32,services,single,unknown,unknown,no,no,cellular,jul,tue,981,1,999,0,nonexistent,yes
14597,33,services,married,high.school,no,yes,no,cellular,jul,tue,820,4,999,0,nonexistent,yes
14598,50,admin.,married,professional.course,no,no,no,cellular,jul,tue,1001,3,999,0,nonexistent,yes
14599,26,technician,divorced,professional.course,no,no,yes,cellular,jul,tue,500,1,999,0,nonexistent,yes
14603,34,management,divorced,university.degree,no,yes,no,cellular,jul,tue,1228,6,999,0,nonexistent,yes
14619,39,admin.,divorced,high.school,no,yes,no,cellular,jul,tue,514,5,999,0,nonexistent,yes
14634,34,technician,divorced,basic.6y,no,yes,no,cellular,jul,tue,716,3,999,0,nonexistent,yes
14640,34,technician,single,professional.course,no,no,yes,cellular,jul,tue,955,5,999,0,nonexistent,yes
14685,32,technician,single,professional.course,no,no,no,cellular,jul,tue,769,4,999,0,nonexistent,yes
14687,33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,889,5,999,0,nonexistent,yes
14691,48,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,1424,4,999,0,nonexistent,yes
14696,34,management,married,high.school,no,yes,no,cellular,jul,tue,838,3,999,0,nonexistent,yes
14712,57,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,tue,632,6,999,0,nonexistent,yes
14713,27,admin.,single,professional.course,no,no,no,cellular,jul,tue,448,5,999,0,nonexistent,yes
14730,59,retired,married,university.degree,unknown,no,no,cellular,jul,wed,767,5,999,0,nonexistent,yes
14747,26,technician,single,professional.course,no,unknown,unknown,cellular,jul,wed,578,1,999,0,nonexistent,yes
14756,24,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,349,1,999,0,nonexistent,yes
14764,43,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,1806,4,999,0,nonexistent,yes
14788,39,technician,married,high.school,unknown,no,no,cellular,jul,wed,781,1,999,0,nonexistent,yes
14789,45,unknown,unknown,unknown,no,yes,yes,cellular,jul,wed,496,1,999,0,nonexistent,yes
14790,45,unknown,unknown,unknown,no,yes,no,cellular,jul,wed,586,1,999,0,nonexistent,yes
14796,27,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,689,1,999,0,nonexistent,yes
14804,49,retired,married,high.school,no,yes,no,cellular,jul,wed,555,1,999,0,nonexistent,yes
14806,34,admin.,married,university.degree,no,yes,no,cellular,jul,wed,686,6,999,0,nonexistent,yes
14816,23,blue-collar,single,high.school,no,no,no,cellular,jul,wed,435,1,999,0,nonexistent,yes
14822,23,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,830,1,999,0,nonexistent,yes
14829,29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,yes
14850,50,retired,married,basic.4y,no,no,no,cellular,jul,wed,1222,1,999,0,nonexistent,yes
14865,55,housemaid,married,university.degree,no,no,no,cellular,jul,wed,988,1,999,0,nonexistent,yes
14872,35,admin.,single,high.school,no,yes,yes,cellular,jul,wed,652,1,999,0,nonexistent,yes
14880,26,technician,married,basic.9y,unknown,yes,no,telephone,jul,wed,367,6,999,0,nonexistent,yes
14885,33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1019,11,999,0,nonexistent,yes
14889,48,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,709,2,999,0,nonexistent,yes
14893,51,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,561,9,999,0,nonexistent,yes
14920,30,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,wed,1018,2,999,0,nonexistent,yes
14945,34,admin.,married,university.degree,no,no,no,cellular,jul,wed,781,2,999,0,nonexistent,yes
15011,24,services,single,high.school,no,no,no,cellular,jul,thu,1150,3,999,0,nonexistent,yes
15046,31,services,single,basic.9y,no,yes,no,cellular,jul,thu,753,2,999,0,nonexistent,yes
15095,50,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,1275,1,999,0,nonexistent,yes
15111,25,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,1008,2,999,0,nonexistent,yes
15122,27,unemployed,single,university.degree,no,yes,yes,cellular,jul,thu,538,2,999,0,nonexistent,yes
15127,23,management,single,university.degree,no,no,no,cellular,jul,thu,795,1,999,0,nonexistent,yes
15129,39,housemaid,divorced,basic.9y,no,no,no,cellular,jul,thu,926,1,999,0,nonexistent,yes
15156,32,admin.,single,university.degree,no,no,yes,cellular,jul,thu,1027,1,999,0,nonexistent,yes
15188,23,management,single,university.degree,no,no,no,cellular,jul,thu,1584,2,999,0,nonexistent,yes
15191,49,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,thu,626,3,999,0,nonexistent,yes
15195,29,admin.,single,university.degree,no,no,yes,cellular,jul,thu,582,2,999,0,nonexistent,yes
15196,24,technician,single,basic.6y,no,yes,no,telephone,jul,thu,1448,7,999,0,nonexistent,yes
15210,27,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,656,3,999,0,nonexistent,yes
15212,28,blue-collar,single,unknown,no,no,no,cellular,jul,thu,637,1,999,0,nonexistent,yes
15216,31,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,thu,551,3,999,0,nonexistent,yes
15220,31,technician,married,basic.9y,no,no,yes,cellular,jul,thu,1319,5,999,0,nonexistent,yes
15248,35,self-employed,married,university.degree,no,no,no,cellular,jul,thu,1175,2,999,0,nonexistent,yes
15270,26,admin.,married,high.school,no,no,no,cellular,jul,thu,991,5,999,0,nonexistent,yes
15295,42,services,married,high.school,no,no,no,cellular,jul,thu,1153,4,999,0,nonexistent,yes
15317,41,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,623,3,999,0,nonexistent,yes
15318,37,technician,married,professional.course,no,no,yes,cellular,jul,fri,674,3,999,0,nonexistent,yes
15320,31,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,1081,2,999,0,nonexistent,yes
15345,57,blue-collar,married,high.school,unknown,no,no,cellular,jul,fri,558,1,999,0,nonexistent,yes
15346,57,blue-collar,married,high.school,unknown,yes,no,cellular,jul,fri,572,1,999,0,nonexistent,yes
15347,27,admin.,married,university.degree,no,yes,no,cellular,jul,fri,494,1,999,0,nonexistent,yes
15354,31,admin.,single,basic.9y,no,no,no,cellular,jul,fri,978,1,999,0,nonexistent,yes
15358,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,536,1,999,0,nonexistent,yes
15369,29,admin.,single,high.school,no,no,no,cellular,jul,fri,567,1,999,0,nonexistent,yes
15379,29,management,single,basic.9y,no,no,yes,cellular,jul,fri,968,1,999,0,nonexistent,yes
15388,30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,474,2,999,0,nonexistent,yes
15395,33,admin.,single,high.school,no,yes,no,cellular,jul,fri,516,1,999,0,nonexistent,yes
15404,28,services,divorced,high.school,unknown,no,yes,cellular,jul,fri,278,2,999,0,nonexistent,yes
15411,38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,610,1,999,0,nonexistent,yes
15430,37,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,640,3,999,0,nonexistent,yes
15451,32,services,single,professional.course,no,yes,no,cellular,jul,fri,671,1,999,0,nonexistent,yes
15453,45,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,420,1,999,0,nonexistent,yes
15457,37,entrepreneur,married,basic.9y,unknown,yes,no,cellular,jul,fri,658,2,999,0,nonexistent,yes
15475,57,retired,divorced,basic.4y,unknown,no,no,cellular,jul,fri,655,4,999,0,nonexistent,yes
15479,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,659,5,999,0,nonexistent,yes
15486,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,641,1,999,0,nonexistent,yes
15490,33,management,single,university.degree,no,yes,no,cellular,jul,fri,415,2,999,0,nonexistent,yes
15499,46,admin.,single,university.degree,no,no,no,cellular,jul,fri,852,9,999,0,nonexistent,yes
15501,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,635,3,999,0,nonexistent,yes
15515,25,blue-collar,single,basic.6y,no,no,yes,cellular,jul,fri,1127,3,999,0,nonexistent,yes
15534,33,technician,married,high.school,no,yes,no,cellular,jul,fri,1360,9,999,0,nonexistent,yes
15565,26,services,single,high.school,no,no,no,cellular,jul,fri,588,7,999,0,nonexistent,yes
15567,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1373,4,999,0,nonexistent,yes
15582,34,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,913,4,999,0,nonexistent,yes
15587,30,admin.,married,university.degree,no,yes,no,cellular,jul,fri,799,2,999,0,nonexistent,yes
15590,57,admin.,married,basic.9y,no,no,no,cellular,jul,fri,1139,2,999,0,nonexistent,yes
15614,43,admin.,married,high.school,no,no,no,cellular,jul,mon,999,2,999,0,nonexistent,yes
15643,40,management,married,university.degree,no,yes,no,cellular,jul,mon,638,3,999,0,nonexistent,yes
15664,27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,1105,2,999,0,nonexistent,yes
15711,32,admin.,single,high.school,unknown,no,no,cellular,jul,mon,590,3,999,0,nonexistent,yes
15726,36,technician,married,basic.4y,no,no,no,cellular,jul,mon,854,1,999,0,nonexistent,yes
15745,39,technician,single,professional.course,no,no,no,cellular,jul,mon,617,2,999,0,nonexistent,yes
15758,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,1039,7,999,0,nonexistent,yes
15762,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,574,1,999,0,nonexistent,yes
15763,44,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,919,2,999,0,nonexistent,yes
15772,31,admin.,single,high.school,no,no,no,cellular,jul,mon,1017,6,999,0,nonexistent,yes
15777,22,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,848,1,999,0,nonexistent,yes
15783,39,admin.,married,university.degree,no,no,no,telephone,jul,mon,733,3,999,0,nonexistent,yes
15788,41,technician,single,university.degree,no,yes,no,cellular,jul,mon,553,1,999,0,nonexistent,yes
15792,28,technician,married,basic.9y,no,yes,no,cellular,jul,mon,1080,4,999,0,nonexistent,yes
15794,43,services,married,high.school,no,no,no,cellular,jul,mon,710,1,999,0,nonexistent,yes
15797,43,services,married,high.school,no,yes,yes,cellular,jul,mon,1212,1,999,0,nonexistent,yes
15811,32,services,married,basic.4y,unknown,no,no,cellular,jul,mon,891,4,999,0,nonexistent,yes
15823,32,services,married,university.degree,no,no,no,telephone,jul,mon,691,10,999,0,nonexistent,yes
15831,36,blue-collar,single,basic.6y,unknown,yes,no,telephone,jul,mon,1877,1,999,0,nonexistent,yes
15867,57,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,857,4,999,0,nonexistent,yes
15891,29,admin.,single,university.degree,no,no,yes,telephone,jul,mon,1130,8,999,0,nonexistent,yes
15892,29,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,577,2,999,0,nonexistent,yes
15896,33,services,married,high.school,no,no,no,cellular,jul,mon,1342,2,999,0,nonexistent,yes
15913,28,technician,single,professional.course,no,yes,no,cellular,jul,mon,1002,3,999,0,nonexistent,yes
15926,30,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,985,11,999,0,nonexistent,yes
15936,41,admin.,married,university.degree,no,no,no,cellular,jul,mon,1360,3,999,0,nonexistent,yes
15939,37,technician,divorced,professional.course,unknown,yes,no,cellular,jul,mon,1134,5,999,0,nonexistent,yes
15952,39,management,married,university.degree,unknown,yes,no,cellular,jul,mon,908,3,999,0,nonexistent,yes
15995,37,admin.,single,high.school,unknown,no,no,cellular,jul,tue,712,6,999,0,nonexistent,yes
16019,30,admin.,single,high.school,no,yes,no,cellular,jul,tue,1352,2,999,0,nonexistent,yes
16032,33,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,1077,1,999,0,nonexistent,yes
16046,33,services,single,high.school,no,yes,no,cellular,jul,tue,714,1,999,0,nonexistent,yes
16057,35,blue-collar,married,unknown,unknown,no,no,cellular,jul,tue,560,1,999,0,nonexistent,yes
16059,38,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,690,1,999,0,nonexistent,yes
16079,56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1545,1,999,0,nonexistent,yes
16134,35,services,divorced,university.degree,no,no,yes,cellular,jul,tue,654,2,999,0,nonexistent,yes
16150,50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,849,1,999,0,nonexistent,yes
16155,26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,1833,2,999,0,nonexistent,yes
16166,35,services,divorced,university.degree,no,yes,no,cellular,jul,tue,722,2,999,0,nonexistent,yes
16184,27,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,1508,1,999,0,nonexistent,yes
16199,29,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,966,2,999,0,nonexistent,yes
16254,25,services,single,unknown,no,yes,no,cellular,jul,tue,598,5,999,0,nonexistent,yes
16274,33,services,single,high.school,unknown,yes,no,cellular,jul,tue,560,2,999,0,nonexistent,yes
16279,27,admin.,single,university.degree,no,no,no,cellular,jul,tue,1237,7,999,0,nonexistent,yes
16323,36,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,864,4,999,0,nonexistent,yes
16327,38,technician,married,high.school,no,yes,no,cellular,jul,tue,1037,8,999,0,nonexistent,yes
16338,31,blue-collar,single,high.school,no,no,no,telephone,jul,tue,802,11,999,0,nonexistent,yes
16350,31,blue-collar,married,unknown,unknown,no,no,cellular,jul,tue,1608,13,999,0,nonexistent,yes
16392,31,admin.,single,high.school,no,yes,no,cellular,jul,wed,926,1,999,0,nonexistent,yes
16393,31,blue-collar,single,high.school,no,yes,yes,cellular,jul,wed,870,1,999,0,nonexistent,yes
16431,55,retired,married,basic.4y,no,no,no,cellular,jul,wed,761,1,999,0,nonexistent,yes
16438,39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,1176,1,999,0,nonexistent,yes
16452,37,unemployed,single,basic.9y,unknown,yes,yes,cellular,jul,wed,633,1,999,0,nonexistent,yes
16523,28,admin.,married,university.degree,no,no,yes,cellular,jul,wed,690,1,999,0,nonexistent,yes
16538,28,admin.,married,university.degree,no,yes,no,cellular,jul,wed,529,1,999,0,nonexistent,yes
16561,30,blue-collar,married,basic.6y,no,no,yes,cellular,jul,wed,1152,2,999,0,nonexistent,yes
16589,36,admin.,divorced,high.school,no,no,no,cellular,jul,wed,1960,3,999,0,nonexistent,yes
16604,30,management,married,university.degree,no,yes,no,cellular,jul,wed,957,3,999,0,nonexistent,yes
16622,23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,902,2,999,0,nonexistent,yes
16628,31,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1327,2,999,0,nonexistent,yes
16636,21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,2078,6,999,0,nonexistent,yes
16656,49,self-employed,divorced,university.degree,no,yes,no,cellular,jul,wed,1124,2,999,0,nonexistent,yes
16657,51,admin.,married,basic.9y,unknown,yes,no,cellular,jul,wed,228,2,999,0,nonexistent,yes
16659,30,technician,divorced,professional.course,no,no,yes,cellular,jul,wed,808,1,999,0,nonexistent,yes
16668,36,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,638,2,999,0,nonexistent,yes
16684,39,services,married,unknown,unknown,yes,yes,cellular,jul,wed,1201,6,999,0,nonexistent,yes
16686,27,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,1309,4,999,0,nonexistent,yes
16705,47,self-employed,married,basic.9y,no,yes,no,cellular,jul,wed,1359,6,999,0,nonexistent,yes
16707,60,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,416,4,999,0,nonexistent,yes
16712,36,services,divorced,high.school,no,no,no,cellular,jul,wed,532,2,999,0,nonexistent,yes
16723,29,self-employed,married,professional.course,unknown,yes,yes,cellular,jul,wed,683,2,999,0,nonexistent,yes
16738,42,entrepreneur,married,university.degree,no,unknown,unknown,cellular,jul,thu,430,4,999,0,nonexistent,yes
16793,32,student,single,high.school,no,yes,no,cellular,jul,thu,853,2,999,0,nonexistent,yes
16797,41,entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,1204,1,999,0,nonexistent,yes
16836,57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,999,0,nonexistent,yes
16868,45,admin.,married,unknown,unknown,yes,no,cellular,jul,thu,651,1,999,0,nonexistent,yes
16885,34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,yes
16918,48,admin.,married,high.school,no,yes,no,cellular,jul,thu,903,1,999,0,nonexistent,yes
16921,30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,873,8,999,0,nonexistent,yes
16923,55,unknown,married,basic.4y,no,yes,no,cellular,jul,thu,1298,1,999,0,nonexistent,yes
16928,59,technician,married,basic.4y,unknown,yes,yes,cellular,jul,thu,709,1,999,0,nonexistent,yes
16961,51,management,married,university.degree,unknown,no,no,cellular,jul,thu,901,2,999,0,nonexistent,yes
16967,48,unemployed,married,basic.6y,no,no,no,cellular,jul,thu,1850,1,999,0,nonexistent,yes
17010,45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,367,2,999,0,nonexistent,yes
17035,59,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,thu,458,9,999,0,nonexistent,yes
17036,37,admin.,married,basic.6y,no,yes,yes,cellular,jul,thu,1602,6,999,0,nonexistent,yes
17045,52,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,fri,1492,2,999,0,nonexistent,yes
17056,33,technician,single,high.school,no,yes,no,cellular,jul,fri,1422,2,999,0,nonexistent,yes
17071,27,admin.,married,university.degree,no,no,yes,cellular,jul,fri,979,2,999,0,nonexistent,yes
17075,27,services,single,high.school,no,no,yes,cellular,jul,fri,616,5,999,0,nonexistent,yes
17084,27,technician,single,high.school,no,yes,no,cellular,jul,fri,784,1,999,0,nonexistent,yes
17089,34,blue-collar,single,unknown,no,no,yes,cellular,jul,fri,1000,1,999,0,nonexistent,yes
17091,50,retired,married,professional.course,no,yes,no,cellular,jul,fri,695,1,999,0,nonexistent,yes
17094,44,admin.,married,unknown,no,no,no,cellular,jul,fri,735,1,999,0,nonexistent,yes
17110,36,services,single,high.school,no,yes,no,cellular,jul,fri,862,1,999,0,nonexistent,yes
17148,46,technician,divorced,university.degree,unknown,yes,no,telephone,jul,fri,1946,4,999,0,nonexistent,yes
17182,59,retired,divorced,basic.9y,unknown,yes,no,telephone,jul,fri,362,8,999,0,nonexistent,yes
17217,39,admin.,married,university.degree,no,no,no,cellular,jul,fri,743,13,999,0,nonexistent,yes
17220,52,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,2015,1,999,0,nonexistent,yes
17245,55,retired,married,professional.course,no,yes,no,cellular,jul,fri,1031,8,999,0,nonexistent,yes
17265,60,technician,married,high.school,no,no,no,cellular,jul,fri,590,8,999,0,nonexistent,yes
17268,59,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,1330,3,999,0,nonexistent,yes
17275,52,services,married,high.school,unknown,yes,no,cellular,jul,fri,946,3,999,0,nonexistent,yes
17285,59,retired,married,high.school,no,yes,no,cellular,jul,fri,1448,17,999,0,nonexistent,yes
17292,46,student,single,unknown,no,yes,no,telephone,jul,fri,279,4,999,0,nonexistent,yes
17297,56,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,661,4,999,0,nonexistent,yes
17313,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1369,9,999,0,nonexistent,yes
17314,39,admin.,married,university.degree,no,no,no,cellular,jul,fri,653,4,999,0,nonexistent,yes
17360,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,458,6,999,0,nonexistent,yes
17365,50,management,divorced,university.degree,no,no,no,cellular,jul,mon,983,2,999,0,nonexistent,yes
17366,47,technician,single,professional.course,no,yes,no,cellular,jul,mon,365,3,999,0,nonexistent,yes
17373,59,retired,married,university.degree,no,yes,no,cellular,jul,mon,664,7,999,0,nonexistent,yes
17378,44,blue-collar,single,high.school,unknown,no,no,cellular,jul,mon,699,2,999,0,nonexistent,yes
17383,55,admin.,married,high.school,no,yes,no,cellular,jul,mon,700,1,999,0,nonexistent,yes
